order_id,customer_id,product_id,quantity,order_date,unit_price,total_price
2728,999,B01FRK4MLA,4,2025-12-21,56.45,225.8
2729,287,B07T2D4JZM,3,2026-02-03,86.9,260.70000000000005
2730,602,B0BWJDG9VM,2,2025-05-26,19.67,39.34
2731,112,B0BY2Q4R6Q,4,2026-03-06,10.89,43.56
2732,322,B0CF2CZDKC,4,2025-10-07,17.93,71.72
2733,612,B0CH855M7Y,3,2025-12-28,1113.64,3340.92
2734,238,B0C5HWFQK7,4,2025-06-03,22.99,91.96
2735,331,B0CGHVX9JZ,3,2026-03-10,120.08,360.24
2736,602,B07DNCW47J,4,2026-02-26,64.58,258.32
2737,767,B0B6CJT5L8,4,2026-02-25,19.5,78.0
2738,432,B0130BACLC,5,2025-05-01,7.99,39.95
2739,64,B09YMHRS6W,4,2025-04-15,80.1,320.4
2740,408,B07L4TVM7Q,5,2025-03-31,79.99,399.95
2741,36,B0BNC6F3K5,2,2025-07-18,9.27,18.54
2742,362,B0C7L15Y1P,4,2025-11-09,5.99,23.96
2743,980,B0B1CTFF42,4,2026-03-10,29.99,119.96
2744,790,B07SPDXQX9,1,2025-04-05,4.95,4.95
2745,733,B084HLBH68,3,2025-04-10,24.0,72.0
2746,348,B0CD26FLV4,2,2026-01-02,100.99,201.98
2747,380,B0006UF6DK,2,2025-09-13,29.0,58.0
2748,385,B0BHHDW1CF,4,2025-08-11,35.31,141.24
2749,850,B0C5BR92YW,3,2025-07-04,11.99,35.97
2750,933,B0913JZKPB,1,2026-03-03,301.44,301.44
2751,993,B08LL7WFVM,2,2025-08-30,12.43,24.86
2752,760,B07FKDH3BC,3,2025-07-27,54.99,164.97
2753,118,B0CG5QWYBZ,4,2025-04-11,23.73,94.92
2754,454,B07KD6XT9G,5,2026-01-14,22.19,110.95
2755,835,B0BSF7C595,4,2026-01-16,60.69,242.76
2756,887,B093SW4SWC,3,2025-10-11,69.99,209.96999999999997
2757,354,B0CFKV1WQW,1,2025-04-14,16.99,16.99
2758,487,B0CBWWWJYC,4,2025-03-27,8.99,35.96
2759,518,B01BGOZ184,5,2025-06-20,10.99,54.95
2760,538,B0CG5WRY2L,4,2026-01-02,45.6,182.4
2761,480,B0BZ4BJJ9D,5,2025-07-02,19.99,99.94999999999999
2762,876,B0CB155FMC,4,2026-01-04,47.99,191.96
2763,324,B00DTVGP3I,1,2025-04-17,16.74,16.74
2764,980,B073NTKQCK,4,2026-02-28,32.99,131.96
2765,849,B0CBQ4FHZL,1,2025-06-29,47.99,47.99
2766,7,B0CHMJXHGX,5,2025-11-11,17.99,89.94999999999999
2767,261,B07QNYC8RH,2,2025-09-03,12.99,25.98
2768,692,B09SHS4C4R,4,2025-10-26,17.99,71.96
2769,454,B0CDCD6YT1,1,2025-03-26,12.72,12.72
2770,513,B0CG2RRYXG,4,2026-03-10,94.69,378.76
2771,426,B07VMTCHWF,4,2026-01-09,25.0,100.0
2772,388,B0CCVQYFST,3,2025-06-16,6.99,20.97
2773,160,B0CGS4262F,2,2026-03-04,34.14,68.28
2774,338,B0CF23GN1F,2,2026-02-08,3.87,7.74
2775,612,B0CD2C6S9B,1,2025-08-12,165.69,165.69
2776,661,B083QNCW84,2,2026-02-28,399.0,798.0
2777,991,B0C8NK8YJM,1,2025-08-24,4.59,4.59
2778,747,B0CG8LVRV9,4,2026-03-15,5.12,20.48
2779,722,B074CLRW98,3,2026-01-11,26.99,80.97
2780,65,B0BJ9Q1JZD,4,2026-02-15,32.99,131.96
2781,13,B017LUXBIY,2,2026-02-02,14.62,29.24
2782,571,B0CC9BGQJT,2,2025-10-11,15.97,31.94
2783,583,B00C1KUZGG,2,2025-12-22,6.99,13.98
2784,396,B0CJCGSD48,4,2025-05-23,19.39,77.56
2785,297,B0BGSNRZV6,1,2026-03-02,30.0,30.0
2786,525,B0BHNXYHQ6,1,2025-08-14,239.99,239.99
2787,604,B09L57LVFL,1,2026-02-05,24.99,24.99
2788,884,B078HG6BLX,3,2025-09-06,5.5,16.5
2789,683,B01M9D273U,2,2025-04-27,4.99,9.98
2790,621,B004O0LALU,3,2025-12-23,137.75,413.25
2791,939,B0B9HN8FHK,3,2026-02-20,9.99,29.97
2792,453,B0CJ9PJ7YF,2,2026-01-27,32.0,64.0
2793,439,B0C39KX9WJ,1,2026-01-08,18.39,18.39
2794,964,B0C6MSGSKY,2,2026-02-23,19.99,39.98
2795,302,B0BS1R9XFJ,5,2025-08-27,23.19,115.95
2796,730,B09F6KKQ2Y,5,2026-01-01,42.99,214.95000000000002
2797,728,B08HZGDDKL,4,2025-09-26,9.99,39.96
2798,324,B0CDP9YQTM,5,2025-08-19,13.99,69.95
2799,644,B0BSLDMF1N,4,2025-08-06,25.52,102.08
2800,417,B0B6W3L1ZT,1,2025-08-01,77.99,77.99
2801,536,B0BHHM2ZJQ,3,2026-03-17,41.99,125.97
2802,840,B0C854ZMC5,5,2025-04-03,6298.6,31493.0
2803,90,B09GXF3LRW,3,2025-07-17,121.79,365.37
2804,338,B07TC7DBQZ,2,2025-12-07,71.99,143.98
2805,510,B09PK3C4SR,3,2026-01-12,69.79,209.37
2806,660,B0C1SQ8D2Q,2,2025-07-17,11.13,22.26
2807,37,B0CFKXZLJ5,3,2025-04-28,16.99,50.97
2808,182,B07D6SWXLV,4,2025-08-11,86.63,346.52
2809,600,B00R42HVWC,3,2025-07-31,3.99,11.97
2810,643,B0BNH239NC,4,2026-01-20,12.99,51.96
2811,551,B07PVKN6XL,3,2025-09-29,17.95,53.849999999999994
2812,75,B0BN8VWPNB,3,2025-10-30,37.89,113.67
2813,879,B0C8DF8JTY,5,2025-11-28,33.05,165.25
2814,258,B0BHVZR9F7,5,2025-07-12,17.99,89.94999999999999
2815,20,B000AYTYJY,3,2026-03-08,45.07,135.21
2816,528,B0CDLGZJMB,4,2025-08-06,899.14,3596.56
2817,771,B0BW89L3KW,2,2025-10-08,17.45,34.9
2818,480,B084ZK17YB,2,2025-08-31,34.58,69.16
2819,929,B0CDKNP5GT,2,2025-04-29,1.23,2.46
2820,609,B09SDN5JBZ,1,2025-08-21,10.99,10.99
2821,390,B0C1BTY3YF,2,2025-08-26,25.49,50.98
2822,465,B09S9W9162,2,2025-12-25,60.7,121.4
2823,24,B09TB3VDXS,3,2026-01-06,139.78,419.34000000000003
2824,481,B0CKLJTRB7,3,2025-06-18,5.33,15.99
2825,167,B0BN6QZNMF,5,2025-07-05,120.0,600.0
2826,983,B0B4N9LV8Y,3,2025-07-30,80.02,240.06
2827,80,B0CHJY22HD,1,2026-03-23,8.84,8.84
2828,919,B0037XO5M6,2,2025-10-12,4.82,9.64
2829,147,B0CC9DD339,5,2025-12-19,11.75,58.75
2830,761,B0C18L229X,1,2025-08-01,309.84,309.84
2831,645,B0B6J5DB2C,3,2025-11-28,7.99,23.97
2832,698,B0BG2HY382,2,2026-02-23,56.39,112.78
2833,465,B0CBLQ2BJQ,5,2025-03-26,223.53,1117.65
2834,571,B088BL3SNG,5,2025-04-21,13.71,68.55000000000001
2835,582,B01GS7CLXM,3,2025-12-10,1.19,3.57
2836,852,B08Y95RK8Y,1,2025-09-28,9.95,9.95
2837,341,B004X65Y0I,1,2026-01-23,7.4,7.4
2838,677,B07G2MWG2V,1,2025-12-18,20.5,20.5
2839,894,B07YX6NX2Q,4,2025-09-16,2.44,9.76
2840,564,B079JGNWJF,5,2025-07-14,16.99,84.94999999999999
2841,353,B07V834XW1,3,2025-06-18,5.99,17.97
2842,707,B004HV3P9G,1,2025-07-13,25.11,25.11
2843,378,B0CF28XRQ6,5,2025-11-18,6.42,32.1
2844,993,B08FJ2CWRR,3,2026-01-28,207.04,621.12
2845,237,B01GX2DYAQ,5,2025-08-09,24.99,124.94999999999999
2846,507,B0BV62R79N,1,2025-06-30,6.82,6.82
2847,243,B09S17WV7T,1,2026-01-31,38.0,38.0
2848,532,B0BSLKP597,2,2025-07-01,33.0,66.0
2849,501,B01J9WBIAU,4,2025-12-13,14.99,59.96
2850,62,B0CD3TPDKF,1,2025-08-17,91.89,91.89
2851,348,B0CHV1YFZ7,4,2025-08-19,11.99,47.96
2852,903,B0CHLHFB3Z,5,2025-04-19,3.67,18.35
2853,34,B0CFTW5VQZ,4,2025-12-18,73.88,295.52
2854,314,B00D8U2JXU,1,2025-04-24,27.96,27.96
2855,57,B00UEGSJI0,4,2025-10-27,12.11,48.44
2856,662,B0CBV3FPCL,4,2025-11-28,53.44,213.76
2857,647,B0CDKNH49J,1,2025-10-21,181.76,181.76
2858,799,B09WF45YBN,1,2025-10-12,102.15,102.15
2859,476,B0C8B2NPPS,2,2025-12-09,12.97,25.94
2860,726,B07LGCWRQ2,1,2025-05-24,58.06,58.06
2861,749,B0C5XRK485,1,2025-10-18,9.99,9.99
2862,26,B0B9SR4PMQ,1,2025-12-20,15.0,15.0
2863,431,B08ZKRWDDH,1,2025-07-30,23.99,23.99
2864,147,B081HG48N1,2,2025-06-01,11.99,23.98
2865,689,B0CH8T469L,1,2025-05-31,103.0,103.0
2866,832,B009L3XTG4,1,2025-11-22,29.99,29.99
2867,268,B0B1Q61V5Z,3,2025-04-13,94.99,284.96999999999997
2868,264,B0BYNVRM1M,5,2025-08-30,10.1,50.5
2869,681,B003NGHO3O,1,2026-03-18,29.52,29.52
2870,557,B0C249KGHM,1,2025-04-04,8.18,8.18
2871,699,B08RP11BZS,2,2026-02-04,349.0,698.0
2872,11,B0CFJ8FMCR,1,2025-10-27,30.99,30.99
2873,1000,B0BTLRKSSL,5,2025-07-25,161.99,809.95
2874,266,B07V91S5XC,2,2025-05-05,12.99,25.98
2875,110,B0CDXX6CT5,3,2025-05-21,24.99,74.97
2876,3,B0CDGLSPMX,5,2026-02-08,8.99,44.95
2877,190,B09K35G91C,4,2025-09-14,10.69,42.76
2878,61,B08LKZV999,4,2025-08-09,10.31,41.24
2879,437,B0CG5CVNKM,4,2025-07-30,37.69,150.76
2880,548,B09PDBNSSR,3,2025-07-16,12.99,38.97
2881,959,B08V8GNCYQ,2,2025-07-05,24.39,48.78
2882,372,B0CJDPGPH2,4,2025-11-27,12.49,49.96
2883,705,B08PFKDF6Z,5,2025-12-11,23.99,119.94999999999999
2884,906,B0C2PDD9RN,3,2025-09-02,15.99,47.97
2885,372,B0C4LDKG3V,1,2025-05-04,9.08,9.08
2886,414,B0C6F18HZ4,5,2026-03-02,9.73,48.650000000000006
2887,444,B0B9RDT5R4,4,2025-05-15,276.39,1105.56
2888,391,B0BDYVYDVQ,5,2025-11-16,35.99,179.95000000000002
2889,59,B0CJPP9Y2N,4,2025-07-29,466.53,1866.12
2890,312,B0CD671MDS,3,2025-12-03,27.78,83.34
2891,1000,B08F9M6KN5,3,2025-08-30,21.09,63.269999999999996
2892,456,B0CDZYYR1L,1,2026-02-23,6.75,6.75
2893,546,B0CC5BKJ1Z,3,2025-07-29,20.5,61.5
2894,124,B084P1Y22X,2,2026-02-22,23.99,47.98
2895,192,B09K5GPXNQ,2,2026-02-02,12.23,24.46
2896,650,B0825B77GR,2,2025-10-15,4.85,9.7
2897,710,B07RZXNCK8,4,2026-02-27,27.95,111.8
2898,960,B09PKNQ4Y3,1,2025-06-22,24.99,24.99
2899,973,B09TX3QLRR,1,2025-07-02,14.79,14.79
2900,426,B06Y3JWX6K,5,2025-06-06,10.44,52.199999999999996
2901,823,B0CJ29WZ4P,2,2025-06-11,1.04,2.08
2902,275,B0893D5LYW,4,2025-07-09,39.0,156.0
2903,579,B0BTYFSSG3,5,2025-07-17,44.41,222.04999999999998
2904,711,B0BMFJLDB6,3,2025-12-15,10.19,30.57
2905,534,B09P4PRJND,1,2025-12-23,7.99,7.99
2906,891,B09WKWDGNP,4,2026-03-20,7.99,31.96
2907,639,B0B6JVYN9J,5,2026-01-17,10.49,52.45
2908,586,B07D955R2H,4,2026-02-15,17.98,71.92
2909,599,B0C23ZP8N2,5,2025-03-30,205.99,1029.95
2910,408,B09TKLJMHQ,5,2025-12-15,55.5,277.5
2911,607,B08LNYW72Y,5,2025-07-25,30.0,150.0
2912,35,B09JZD5NVS,2,2025-11-12,22.59,45.18
2913,629,B002DR4F72,2,2025-10-22,7.3,14.6
2914,88,B0CGTXG1TZ,1,2025-10-04,30.97,30.97
2915,156,B07TCMF9TH,2,2025-08-18,33.19,66.38
2916,209,B0BM3FXP2C,1,2025-09-01,335.0,335.0
2917,293,B0C64H3RB8,4,2025-06-10,7.17,28.68
2918,7,B0BX8PR1KT,5,2026-01-12,12.99,64.95
2919,128,B07VK8MSGF,1,2025-08-30,1448.45,1448.45
2920,723,B09PNPY15G,5,2026-01-25,268.47,1342.3500000000001
2921,337,B07KMFHSR6,3,2026-01-14,29.95,89.85
2922,699,B0C3ZW6XN2,5,2025-06-13,14.69,73.45
2923,607,B092VVN436,3,2026-02-18,79.99,239.96999999999997
2924,731,B0BXSDM7F8,5,2025-08-08,8.99,44.95
2925,797,B09L536PKS,2,2026-03-19,10.09,20.18
2926,153,B0851RGKSQ,2,2025-06-06,19.99,39.98
2927,501,B0C72J7WZH,3,2026-01-11,305.14,915.42
2928,847,B0881VZMP4,1,2025-09-24,11.5,11.5
2929,241,B095L972BR,3,2025-05-06,112.9,338.70000000000005
2930,514,B08LLG8NPY,3,2025-06-11,14.99,44.97
2931,214,B0CDH9T2R9,2,2025-05-25,76.87,153.74
2932,259,B08WNHGZ42,3,2025-05-21,32.0,96.0
2933,416,B07TY9H567,3,2025-08-25,12.99,38.97
2934,775,B0CB5939HG,2,2026-03-06,1.71,3.42
2935,185,B0833MTC72,5,2026-02-13,19.5,97.5
2936,588,B07NZWVHQB,2,2026-01-20,15.99,31.98
2937,106,B08BZLMKV3,1,2026-03-21,416.41,416.41
2938,178,B0C9M7PZ5S,4,2026-03-20,64.2,256.8
2939,128,B0001IWUCC,1,2025-12-08,5.3,5.3
2940,363,B0BNTPWX16,4,2025-09-24,78.28,313.12
2941,857,B0BCLMKJ8R,1,2025-10-18,10.6,10.6
2942,579,B0B1LFHDDC,3,2026-02-23,4.47,13.41
2943,702,B094R54YJV,2,2025-06-05,63.56,127.12
2944,474,B0CGHGC6JH,3,2025-04-02,10.69,32.07
2945,582,B08NK2CTHY,4,2025-12-09,14.99,59.96
2946,598,B071DQBHK6,2,2025-05-15,30.0,60.0
2947,355,B0C8B4S82V,4,2026-01-01,31.91,127.64
2948,697,B0BMVPDJJM,3,2025-05-12,4.29,12.870000000000001
2949,231,B07PM8J9GJ,1,2025-09-10,32.99,32.99
2950,821,B01MZ2058L,2,2026-02-23,35.57,71.14
2951,115,B0BDFGQ59F,2,2026-01-02,118.59,237.18
2952,732,B0CGPWBFWN,1,2025-10-20,0.92,0.92
2953,575,B0BMV2CVM5,5,2025-04-18,22.02,110.1
2954,522,B01K2CHM7Y,3,2025-08-24,12.5,37.5
2955,55,B09C92QFKX,4,2025-05-31,12.95,51.8
2956,37,B0CCSRT71J,4,2025-09-01,263.94,1055.76
2957,21,B0CGPY9NP9,5,2025-05-26,10.53,52.65
2958,951,B08FSXD9R8,5,2025-10-05,9.99,49.95
2959,37,B0CF1YBGDC,1,2025-07-10,22.53,22.53
2960,142,B07TJVSKMM,5,2025-03-29,6.99,34.95
2961,52,B0CH9M4VBQ,3,2025-05-14,6.37,19.11
2962,58,1785214349,2,2025-07-30,24.91,49.82
2963,280,B0CJ8LLLR7,2,2025-04-20,8.76,17.52
2964,190,B0BXHP3Z3P,5,2025-09-14,34.09,170.45000000000002
2965,170,B08HWWQQQP,2,2025-08-23,4.55,9.1
2966,874,B0CFL71QX9,5,2025-04-08,8.69,43.449999999999996
2967,454,B089T1T2W3,3,2025-05-17,0.01,0.03
2968,161,B0CC8HHG3Q,5,2025-06-01,5.49,27.450000000000003
2969,188,B0C36R7QGQ,3,2025-12-14,37.99,113.97
2970,326,B08XMHHGH8,4,2025-10-26,8.23,32.92
2971,84,B07Q4D17L9,5,2025-06-23,20.99,104.94999999999999
2972,541,B0BQWHF2LY,2,2025-10-30,15.99,31.98
2973,266,B0C5518P3H,1,2025-08-14,6.75,6.75
2974,523,B07YSGS6S5,1,2025-10-27,6.5,6.5
2975,658,B083LTG3W9,3,2025-06-04,114.99,344.96999999999997
2976,964,B09XJCL4ZT,5,2025-06-14,319.72,1598.6000000000001
2977,347,B0140SUODU,4,2026-03-23,44.66,178.64
2978,864,B084J712Y8,3,2025-04-23,17.99,53.97
2979,993,B0CDXXXMY5,3,2025-12-25,8.58,25.740000000000002
2980,348,B0BG56NL8V,4,2025-04-18,35.77,143.08
2981,384,B0C5SR9XKD,4,2025-05-30,740.24,2960.96
2982,787,B09NCZXKPW,5,2025-09-03,121.19,605.95
2983,694,B0BTMD1BP9,2,2026-01-27,24.99,49.98
2984,535,B0CKRDFSCB,4,2025-11-08,3.5,14.0
2985,257,B004YCDYEY,3,2025-08-28,3.98,11.94
2986,869,B0CHMBFG2N,4,2025-12-03,40.99,163.96
2987,647,B0C8YL8GC1,5,2025-08-31,603.07,3015.3500000000004
2988,263,B09QFRV5RP,3,2025-05-29,12.99,38.97
2989,858,B0C4HXFBXT,5,2025-03-31,4.95,24.75
2990,79,B07PRWFN16,4,2026-02-15,28.0,112.0
2991,301,B0BZ7RXCT1,3,2025-08-25,40.83,122.49
2992,364,B0082X20U0,5,2025-05-18,19.48,97.4
2993,642,B07KX24QBQ,1,2025-08-12,22.5,22.5
2994,18,B0CKLG3M5F,2,2025-05-08,87.27,174.54
2995,158,B08NJSXP2Z,5,2025-06-22,31.99,159.95
2996,770,B09YQKHLS6,1,2026-01-02,9.69,9.69
2997,361,B09N7BQCDP,4,2025-06-30,9.83,39.32
2998,169,B09KN98V7R,3,2025-11-14,41.0,123.0
2999,155,B0CFHHGZCM,3,2025-06-18,69.99,209.96999999999997
3000,878,B091B5RCB8,3,2025-04-07,53.99,161.97
3001,282,B07658FTKN,3,2025-08-27,6.5,19.5
3002,301,B0CG4BGY9H,2,2025-06-25,989.99,1979.98
3003,618,B089NZD4JL,4,2025-09-04,4.56,18.24
3004,31,B0B4S9CB4M,2,2025-07-02,59.99,119.98
3005,263,B002I076JI,1,2025-08-12,9.99,9.99
3006,171,B08DNZBCW9,2,2025-12-14,41.92,83.84
3007,536,B0823K9NN8,5,2025-10-03,14.9,74.5
3008,552,B07Q1PG7RG,1,2025-07-03,27.5,27.5
3009,908,B07F12V123,3,2025-06-02,17.99,53.97
3010,163,B09V4JSLGH,2,2025-12-24,43.96,87.92
3011,447,B09R47DGPZ,4,2025-12-17,5.89,23.56
3012,841,B0BDMKZ2TS,5,2025-06-07,18.77,93.85
3013,105,B0CG1D98TP,3,2025-10-02,79.12,237.36
3014,248,B0CJ7MRBLF,1,2025-10-11,130.3,130.3
3015,621,B0CKR5G3JT,3,2025-05-31,10.95,32.849999999999994
3016,673,B09XTTY477,1,2025-06-12,19.99,19.99
3017,513,B0CHNVFZBB,4,2025-11-09,277.42,1109.68
3018,911,B09JKYWD7R,4,2025-06-29,21.62,86.48
3019,852,B0C2YVLKPT,5,2025-12-22,6.37,31.85
3020,725,B097BS4B1R,3,2025-10-09,37.95,113.85000000000001
3021,486,B07LBSTX9V,3,2025-06-12,23.99,71.97
3022,311,B0BC765F5D,5,2025-05-18,30.0,150.0
3023,81,B0C5JBLV3N,3,2026-03-21,7.99,23.97
3024,277,B0BG7WMD4F,2,2025-04-22,2.15,4.3
3025,868,B07MBZVFGZ,3,2025-10-24,57.35,172.05
3026,136,B0CBM9TXVH,1,2026-01-28,40.63,40.63
3027,568,B07R5WB6XW,1,2025-05-23,3.99,3.99
3028,208,B0BFQ8NBXH,5,2026-03-07,33.39,166.95
3029,447,B0C8BSYN9L,5,2025-09-11,37.9,189.5
3030,412,B08DCWX7L8,2,2025-11-17,29.83,59.66
3031,912,B0CGMXR3T4,3,2025-12-10,66.18,198.54000000000002
3032,338,B08W9WWGNB,1,2025-12-12,73.99,73.99
3033,969,B0C7L66TZR,1,2026-01-21,9.33,9.33
3034,969,B0BG2KR3NJ,3,2025-10-05,3.99,11.97
3035,523,B0073FD66A,3,2025-10-18,23.0,69.0
3036,629,B0BB2XK9YC,5,2025-06-26,9.29,46.449999999999996
3037,125,B096KD394V,3,2025-09-15,19.5,58.5
3038,48,B07V4G5BVP,3,2025-10-30,12.99,38.97
3039,494,B07DNKYTR1,3,2025-06-02,6.71,20.13
3040,692,B07S24D347,2,2025-06-25,45.0,90.0
3041,551,B0CBY7TKMG,1,2025-07-26,6.69,6.69
3042,115,B08QR86P8G,4,2025-10-01,37.99,151.96
3043,20,B0C1C86MW4,4,2026-02-23,4.75,19.0
3044,604,B0C9TT8TWM,4,2025-09-25,17.23,68.92
3045,516,B0BYZGP8F6,4,2025-08-12,1370.93,5483.72
3046,258,B0BQJ7PKQ7,3,2025-12-01,49.89,149.67000000000002
3047,245,B08TL98XS2,5,2025-04-03,37.4,187.0
3048,584,B0B7X8MV97,4,2025-03-27,66.59,266.36
3049,340,B07CG747HR,4,2025-11-02,73.71,294.84
3050,556,B08K8YF7VB,5,2025-09-24,10.99,54.95
3051,297,B08VHM7WZM,3,2025-11-25,3.6,10.8
3052,942,B0C7Z97WG6,4,2025-06-02,11.99,47.96
3053,355,B0B851SYVL,4,2025-07-08,25.99,103.96
3054,289,B0B5L7TW46,5,2025-09-13,5.99,29.950000000000003
3055,28,B0BK6FP5GS,3,2025-08-15,35.4,106.19999999999999
3056,270,B08218XR6B,5,2026-02-12,31.72,158.6
3057,463,B0C3QY5VS4,2,2025-04-07,27.19,54.38
3058,145,B0C53TY5NB,1,2026-01-17,6.3,6.3
3059,75,B0BZV16SNK,3,2025-05-21,15.99,47.97
3060,95,B0BVR6B13B,4,2025-12-20,7.99,31.96
3061,810,B00K2HJNL8,2,2025-07-23,9.49,18.98
3062,693,B0BKG38JW8,1,2025-06-17,129.99,129.99
3063,720,B0CC1K7J84,4,2025-09-23,172.8,691.2
3064,848,B0BVMSCB3K,1,2025-09-04,244.94,244.94
3065,12,B0C179M9GL,2,2025-12-28,17.98,35.96
3066,34,B0BKQ3RQ2X,3,2025-05-03,5.99,17.97
3067,88,B083V6BKHJ,5,2025-12-02,6.99,34.95
3068,580,B0C32Y49GQ,2,2025-08-08,33.99,67.98
3069,678,B0CKLQKR9N,3,2025-06-12,7.59,22.77
3070,771,B0BNN4VKLF,1,2025-09-24,9.63,9.63
3071,530,B0BW47M7B9,2,2025-06-07,5.99,11.98
3072,636,B0BT9RSV2T,3,2026-01-23,9.76,29.28
3073,507,B0CKLL2N6K,5,2025-08-28,12.99,64.95
3074,747,B08B4YQYK6,4,2025-10-14,9.99,39.96
3075,957,B075BYC66X,4,2025-04-07,25.99,103.96
3076,239,B09SL2TCH7,2,2025-07-29,5.69,11.38
3077,392,B0C97LJJ8S,2,2025-09-29,17.99,35.98
3078,347,B089S2VWV4,4,2025-07-04,14.99,59.96
3079,257,B092DGY6F3,1,2026-03-22,500.42,500.42
3080,336,B09PNHXX3J,4,2026-03-01,11.99,47.96
3081,869,B0BYYXXHDG,3,2026-01-06,7.45,22.35
3082,710,B093GR12CX,2,2026-03-12,394.99,789.98
3083,374,B0CCT71D1Y,2,2025-12-07,8.18,16.36
3084,967,B08HHL6Q6N,5,2025-09-10,109.99,549.9499999999999
3085,18,B0B6VS1Y45,3,2025-10-28,10.39,31.17
3086,749,B0BF4W4N5X,4,2025-07-11,11.99,47.96
3087,789,B0C6ZD95RH,2,2025-09-16,3.68,7.36
3088,863,B0CHSKFNW1,3,2025-08-20,254.71,764.13
3089,377,B09TRRZQXK,5,2026-01-31,38.54,192.7
3090,205,B093BXSDMX,2,2026-03-24,12.2,24.4
3091,369,B09M8PVGPR,4,2026-02-12,37.99,151.96
3092,937,B0CHRX6G3R,1,2025-08-26,16.39,16.39
3093,584,B07VBKJLS5,1,2025-07-05,12.99,12.99
3094,506,B01M3PSP93,5,2025-11-13,39.99,199.95000000000002
3095,846,B08CZ8JGKG,2,2025-04-29,315.94,631.88
3096,236,B09V3HBKS8,4,2025-11-21,242.08,968.32
3097,784,B0B2VHTDPL,2,2026-02-28,11.99,23.98
3098,874,B09VYF8XDZ,2,2025-09-17,17.23,34.46
3099,925,B09GKZMWKM,1,2025-06-12,16.49,16.49
3100,487,B003ZG540W,4,2026-03-15,8.9,35.6
3101,830,B0C1XSJD86,1,2025-08-02,13.79,13.79
3102,103,B0CFL1YMPP,3,2025-07-06,13.47,40.410000000000004
3103,251,B0B7DVK3LG,5,2026-01-05,34.45,172.25
3104,467,B0928JZ73G,2,2025-07-10,7.99,15.98
3105,766,B08HRCKQFT,2,2025-10-25,18.99,37.98
3106,540,B0CHMJ46N7,4,2025-09-06,76.61,306.44
3107,980,B0CHS93QGC,4,2025-06-05,2914.99,11659.96
3108,143,B07YB7CZ13,4,2025-07-30,6.99,27.96
3109,740,B0CG8C3KSQ,2,2025-12-06,31.0,62.0
3110,957,B0863PVMY1,1,2025-10-13,13.99,13.99
3111,196,B0B3MVHSGW,4,2026-02-28,21.99,87.96
3112,991,B09P43JRZW,4,2025-07-15,13.63,54.52
3113,321,B09MJWQKLY,5,2025-04-06,9.85,49.25
3114,88,B09JC3LTSW,4,2025-05-11,8.99,35.96
3115,41,B0BVLTHWZC,3,2026-02-18,18.29,54.87
3116,786,B097QDXJ21,3,2025-06-09,5.93,17.79
3117,80,B0CJBQNX36,5,2025-04-08,9.79,48.949999999999996
3118,322,B08Z34RGR4,5,2025-04-06,99.99,499.95
3119,259,B085J257VJ,5,2026-01-23,122.99,614.9499999999999
3120,274,B0CBPT2RGD,3,2025-12-01,4.49,13.47
3121,89,B0CB5V24Z6,1,2025-05-24,14.58,14.58
3122,396,B0CGXZW6S7,1,2026-01-22,82.0,82.0
3123,558,B0CD436PXT,4,2025-05-26,52.46,209.84
3124,86,B0C5CYLG7W,3,2025-07-17,7.95,23.85
3125,856,B0CJVM2YV4,2,2026-02-23,9.49,18.98
3126,988,B07KLNXBFC,2,2025-11-16,10.0,20.0
3127,349,B0BFQ7CC5B,5,2026-02-05,17.09,85.45
3128,106,B0749P56C8,1,2025-05-11,7.5,7.5
3129,900,B01601WPCS,3,2026-03-11,22.91,68.73
3130,61,B0CBV9CXDD,4,2026-01-19,19.21,76.84
3131,670,B01D1P4PMY,4,2025-05-25,21.09,84.36
3132,65,B0B5DQ3CKH,1,2025-05-19,62.99,62.99
3133,686,B0BVPMYXWT,5,2025-06-02,48.47,242.35
3134,28,B0C1C1WMQM,1,2025-10-28,329.99,329.99
3135,295,B0CKGY1X1M,2,2025-08-11,19.1,38.2
3136,836,B0B3XNQ1HP,5,2025-03-31,46.99,234.95000000000002
3137,496,B0BVYTSSFM,4,2025-04-11,11.29,45.16
3138,105,B00EAPZD0I,1,2025-12-05,8.44,8.44
3139,462,B00BTCPO3G,5,2026-01-22,54.95,274.75
3140,385,B0C6GH4YZ4,1,2025-06-16,38.39,38.39
3141,831,B07C59JSTY,3,2026-03-09,13.6,40.8
3142,2,B0CF2JWG2R,1,2025-10-18,13.02,13.02
3143,477,B0CJ4T44YR,4,2025-04-05,57.15,228.6
3144,195,B09BFWZVMK,1,2025-05-03,23.99,23.99
3145,737,B0CC6J27RS,3,2025-09-13,14.68,44.04
3146,941,B0BMV95W8R,1,2026-03-12,11.99,11.99
3147,295,B07RKMJNM2,1,2025-05-15,30.99,30.99
3148,548,B0CCMKGYGZ,4,2025-06-28,99.0,396.0
3149,316,B0BP3T7Q71,1,2025-11-18,169.99,169.99
3150,356,B0B1MKTL8D,3,2025-10-03,22.08,66.24
3151,321,B0CCJBNBM2,5,2025-04-15,50.59,252.95000000000002
3152,614,B08MCML2HM,1,2025-10-06,19.99,19.99
3153,914,B0CCZG1KBS,5,2025-10-28,10.59,52.95
3154,866,B077JF7FPV,5,2025-09-09,11.36,56.8
